Id,DwellSubClass,Zone,Frontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Slope,Condition1,Condition2,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,HeatingQC,CentralAir,1stFSF,2ndFSF,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SalePrice
103,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,Duplex,5,5,1979,Fa,NA,0,TA,Y,1535,0,0,1535,2,0,4,TA,2,8,0,Attchd,2,Y,0,0,NA,6,2009,WD,118964
104,20,RL,94,10402,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2009,TA,TA,1226,Ex,Y,1226,0,0,1226,2,0,3,Gd,1,6,0,Attchd,3,Y,0,36,NA,5,2010,WD,198900
105,50,RM,NA,7758,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,4,1931,Fa,TA,1040,Ex,Y,1226,592,0,1818,1,1,4,TA,1,7,2,Detchd,1,Y,0,0,NA,6,2007,WD,169500
106,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2003,TA,TA,1053,Ex,Y,1053,939,0,1992,2,1,3,Gd,1,9,1,Attchd,2,Y,0,45,NA,8,2008,WD,250000
107,30,RM,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,7,1885,TA,TA,641,Gd,Y,1047,0,0,1047,1,0,2,TA,1,6,0,Detchd,1,N,0,0,NA,8,2007,WD,100000
108,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1948,TA,TA,789,Ex,Y,789,0,0,789,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,NA,4,2008,WD,115000
109,50,RM,85,8500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,5,7,1919,TA,TA,793,TA,N,997,520,0,1517,2,0,3,Fa,1,7,0,NA,0,N,0,0,NA,8,2007,WD,115000
110,20,RL,105,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1977,TA,TA,1844,Ex,Y,1844,0,0,1844,2,0,3,TA,1,7,1,Attchd,2,Y,0,122,MnPrv,1,2010,COD,190000
111,50,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,4,1954,TA,Fa,994,Gd,Y,1216,639,0,1855,2,0,4,TA,1,7,0,Attchd,1,Y,0,0,NA,10,2006,WD,136900
112,80,RL,NA,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2000,TA,TA,384,Ex,Y,774,656,0,1430,2,1,3,TA,1,7,1,BuiltIn,2,Y,0,0,NA,4,2010,WD,180000
113,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2007,TA,TA,1264,Ex,Y,1282,1414,0,2696,2,1,4,Ex,1,10,1,BuiltIn,3,Y,0,184,NA,10,2007,New,383970
114,20,RL,NA,21000,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1953,Gd,TA,1809,TA,Y,2259,0,0,2259,2,0,3,Gd,1,7,2,Basment,2,Y,0,120,MnPrv,10,2007,COD,217000
115,70,RL,61,7259,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,6,8,1945,TA,TA,1028,Ex,Y,1436,884,0,2320,2,1,3,Gd,1,9,1,Detchd,1,Y,0,0,MnPrv,7,2007,WD,259500
116,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,6,5,1999,TA,TA,729,Gd,Y,729,729,0,1458,2,1,2,TA,1,5,1,Detchd,2,Y,0,32,NA,6,2007,WD,176000
117,20,RL,NA,11616,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1962,TA,TA,1092,TA,Y,1092,0,0,1092,1,0,3,TA,1,6,1,Attchd,1,Y,0,20,NA,9,2009,WD,139000
118,20,RL,74,8536,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,2006,TA,TA,1125,Gd,Y,1125,0,0,1125,1,1,2,TA,1,5,0,Attchd,2,Y,0,64,NA,4,2007,New,155000
119,60,RL,90,12376,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1990,TA,TA,1673,Gd,Y,1699,1523,0,3222,3,0,5,Gd,1,11,2,Attchd,3,Y,0,0,NA,5,2010,WD,320000
120,60,RL,65,8461,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2005,TA,TA,728,Ex,Y,728,728,0,1456,2,1,3,Gd,1,8,1,Attchd,2,Y,0,24,NA,7,2006,New,163990
121,80,RL,NA,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,Norm,Norm,1Fam,6,5,1969,TA,TA,938,Ex,Y,988,0,0,988,1,0,1,TA,1,4,2,Attchd,2,Y,0,130,NA,10,2006,WD,180000
122,50,RM,50,6060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,5,1939,TA,TA,732,Gd,Y,772,351,0,1123,1,0,3,TA,1,4,0,Detchd,1,P,0,0,MnPrv,6,2007,WD,100000
123,20,RL,75,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,7,1958,Gd,TA,1080,Gd,Y,1080,0,0,1080,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,NA,6,2008,WD,136000
124,120,RL,55,7892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1993,TA,TA,1199,Ex,Y,1199,0,0,1199,2,0,2,Gd,1,5,0,Attchd,2,Y,0,63,NA,3,2008,WD,153900
125,20,RL,48,17043,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,5,1979,Gd,Fa,1362,TA,Y,1586,0,0,1586,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,NA,1,2009,WD,181000
126,190,RM,60,6780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,6,8,1935,Fa,TA,520,Gd,N,520,0,234,754,1,0,2,TA,1,5,0,NA,0,N,0,0,NA,6,2006,WD,84500
127,120,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1976,TA,TA,1078,TA,Y,958,0,0,958,2,0,2,TA,1,5,1,Attchd,2,Y,0,205,NA,2,2007,WD,128000
128,45,RM,55,4388,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,5,7,1930,Gd,TA,672,Ex,Y,840,0,0,840,1,0,3,TA,1,5,1,NA,0,N,0,0,NA,6,2007,WD,87000
129,60,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,6,5,1966,TA,TA,660,TA,Y,660,688,0,1348,1,1,3,TA,1,6,1,Attchd,2,Y,0,108,NA,7,2006,WD,155000
130,20,RL,69,8973,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1958,TA,TA,1008,TA,Y,1053,0,0,1053,1,1,3,Ex,1,6,0,2Types,2,Y,0,80,MnWw,7,2006,WD,150000
131,60,RL,88,14200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,6,1966,TA,TA,924,Ex,Y,1216,941,0,2157,2,1,4,Gd,1,8,2,Attchd,2,Y,0,66,GdPrv,5,2006,WD,226000
132,60,RL,NA,12224,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,2000,TA,TA,992,Ex,Y,1022,1032,0,2054,2,1,3,Gd,1,7,1,BuiltIn,2,Y,0,48,NA,7,2009,WD,244000
133,20,RL,75,7388,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1959,TA,TA,1063,Gd,Y,1327,0,0,1327,1,0,3,Gd,1,7,0,Detchd,2,Y,0,0,NA,7,2007,WD,150750
134,20,RL,NA,6853,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2001,TA,TA,1267,Ex,Y,1296,0,0,1296,2,0,2,Gd,1,6,0,Attchd,2,Y,0,25,NA,6,2009,WD,220000
135,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1968,TA,TA,1461,Gd,Y,1721,0,0,1721,2,1,3,TA,1,7,1,Attchd,2,Y,0,96,MnPrv,7,2006,WD,180000
136,20,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,6,1970,TA,TA,1304,Gd,Y,1682,0,0,1682,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,MnPrv,5,2008,WD,174000
137,20,RL,NA,10355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,5,1967,TA,TA,1214,TA,Y,1214,0,0,1214,2,0,3,TA,1,5,1,Attchd,1,Y,0,111,NA,7,2007,WD,143000
138,90,RL,82,11070,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,7,5,1988,TA,TA,1907,Gd,Y,1959,0,0,1959,3,0,5,TA,2,9,0,2Types,3,Y,0,0,NA,7,2006,WD,171000
139,60,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1999,TA,TA,1004,Ex,Y,1004,848,0,1852,2,1,3,Gd,1,7,2,Attchd,3,Y,0,106,GdPrv,12,2008,WD,230000
140,60,RL,65,15426,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1997,TA,TA,928,Ex,Y,928,836,0,1764,2,1,3,Gd,1,7,0,Attchd,2,Y,0,99,MnPrv,8,2009,WD,231500
141,20,RL,70,10500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,4,5,1971,TA,TA,864,TA,Y,864,0,0,864,1,0,3,TA,1,5,1,NA,0,Y,0,0,NA,4,2010,ConLI,115000
142,20,RL,78,11645,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1734,Ex,Y,1734,0,0,1734,2,0,3,Gd,1,7,0,Attchd,2,Y,0,24,NA,1,2006,WD,260000
143,50,RL,71,8520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,5,4,1952,Fa,TA,910,Fa,Y,910,475,0,1385,2,0,4,TA,1,6,0,Detchd,2,Y,0,0,MnPrv,6,2010,WD,166000
144,20,RL,78,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1999,TA,TA,1490,Ex,Y,1501,0,0,1501,2,0,3,Gd,1,6,0,Attchd,2,Y,0,29,NA,6,2009,WD,204000
145,90,RM,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,Duplex,5,5,1963,TA,TA,1728,TA,Y,1728,0,0,1728,2,0,6,TA,2,10,0,Detchd,2,Y,0,0,NA,11,2006,ConLI,125000
146,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,6,5,2004,TA,TA,970,Ex,Y,970,739,0,1709,2,0,3,Gd,1,7,0,Detchd,2,Y,0,40,NA,4,2006,WD,130000
147,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1931,TA,TA,715,TA,Y,875,0,0,875,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,NA,11,2009,WD,105000
148,60,RL,NA,9505,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,2001,TA,TA,884,Ex,Y,884,1151,0,2035,2,1,3,Gd,1,8,1,BuiltIn,2,Y,0,48,NA,5,2010,WD,222500
149,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,1080,Ex,Y,1080,0,0,1080,1,0,3,Gd,1,6,0,NA,0,Y,0,0,NA,4,2008,WD,141000
150,50,RM,NA,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,4,1936,TA,TA,896,Gd,Y,896,448,0,1344,1,0,3,TA,1,7,0,Detchd,1,Y,0,114,NA,4,2006,WD,115000
151,20,RL,120,10356,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,6,1975,TA,TA,969,TA,Y,969,0,0,969,1,1,3,TA,1,5,0,Attchd,2,Y,0,0,MnPrv,1,2007,WD,122000
152,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,1710,Ex,Y,1710,0,0,1710,2,0,2,Gd,1,6,1,Attchd,3,Y,0,102,NA,1,2008,New,372402
153,60,RL,NA,14803,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,5,1971,TA,TA,825,Gd,Y,1097,896,0,1993,2,1,4,TA,1,8,1,Attchd,2,Y,0,66,GdWo,6,2006,WD,190000
154,20,RL,NA,13500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1960,TA,TA,1602,Gd,Y,1252,0,0,1252,1,0,1,TA,1,4,1,Attchd,2,Y,0,0,NA,3,2008,WD,235000
155,30,RM,84,11340,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1923,TA,TA,1200,TA,Y,1200,0,0,1200,1,0,4,TA,1,7,0,Detchd,1,Y,0,0,NA,3,2006,WD,125000
156,50,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,6,5,1924,TA,TA,572,Fa,N,572,524,0,1096,1,0,2,TA,1,5,0,NA,0,N,0,8,NA,4,2008,WD,79000
157,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1950,TA,NA,0,TA,Y,1040,0,0,1040,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,NA,6,2006,WD,109500
158,60,RL,92,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2009,TA,TA,774,Ex,Y,774,1194,0,1968,2,1,4,Ex,1,8,1,BuiltIn,3,Y,0,75,NA,5,2010,New,269500
159,60,FV,100,12552,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,991,Ex,Y,991,956,0,1947,2,1,3,Gd,1,8,1,Attchd,2,Y,0,136,GdWo,5,2010,WD,254900
160,60,RL,134,19378,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1392,Ex,Y,1392,1070,0,2462,2,1,4,Gd,1,9,1,Attchd,2,Y,0,132,NA,3,2006,New,320000
161,20,RL,NA,11120,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,6,1984,TA,TA,1232,TA,Y,1232,0,0,1232,2,0,3,TA,1,6,0,Attchd,2,Y,0,0,NA,6,2008,WD,162500
162,60,RL,110,13688,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,9,5,2003,TA,TA,1572,Ex,Y,1572,1096,0,2668,2,1,3,Ex,1,10,2,BuiltIn,3,Y,0,0,NA,3,2008,WD,412500
163,20,RL,95,12182,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1541,Ex,Y,1541,0,0,1541,2,0,3,Gd,1,7,1,Attchd,2,Y,0,70,NA,5,2010,New,220000
164,45,RL,55,5500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,6,1956,TA,TA,882,Ex,Y,882,0,0,882,1,0,1,TA,1,4,0,NA,0,Y,0,0,MnPrv,4,2007,WD,103200
165,40,RM,40,5400,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,7,1926,Gd,TA,1149,Gd,Y,1149,467,0,1616,2,0,3,Gd,1,5,0,Detchd,1,Y,0,0,NA,10,2007,WD,152000
166,190,RL,62,10106,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,5,7,1940,Gd,TA,644,Gd,Y,808,547,0,1355,2,0,4,TA,2,6,0,NA,0,Y,0,0,NA,9,2008,WD,127500
167,20,RL,NA,10708,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1955,TA,TA,1617,Ex,Y,1867,0,0,1867,1,0,2,TA,1,7,3,Attchd,1,Y,0,0,GdWo,11,2009,COD,190000
168,60,RL,86,10562,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,1582,Ex,Y,1610,551,0,2161,1,1,3,Ex,1,8,1,Attchd,3,Y,0,120,NA,11,2007,New,325624
169,60,RL,62,8244,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2004,TA,TA,840,Ex,Y,840,880,0,1720,2,1,3,Gd,1,7,1,Attchd,2,Y,0,48,NA,5,2007,WD,183500
170,20,RL,NA,16669,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,6,1981,TA,TA,1686,TA,Y,1707,0,0,1707,2,1,2,TA,1,6,1,Attchd,2,Y,0,64,NA,1,2006,WD,228000
171,50,RM,NA,12358,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,5,6,1941,TA,TA,720,TA,Y,854,0,528,1382,1,1,2,TA,1,7,0,Detchd,2,Y,0,0,NA,5,2007,WD,128500
172,20,RL,141,31770,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1960,TA,Gd,1080,Fa,Y,1656,0,0,1656,1,0,3,TA,1,7,2,Attchd,2,P,0,62,NA,5,2010,WD,215000
173,160,RL,44,5306,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,7,1987,Gd,Gd,1064,Gd,Y,1064,703,0,1767,2,0,2,Gd,1,5,1,Attchd,2,Y,0,35,NA,6,2006,WD,239000
174,20,RL,80,10197,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1961,TA,TA,1362,TA,Y,1362,0,0,1362,1,1,3,TA,1,6,1,Attchd,2,Y,0,20,NA,6,2008,COD,163000
175,20,RL,47,12416,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1986,TA,Fa,1606,TA,Y,1651,0,0,1651,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,NA,11,2008,WD,184000
176,20,RL,84,12615,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,7,1950,TA,Gd,1202,TA,Y,2158,0,0,2158,2,0,4,Gd,1,7,1,Attchd,2,Y,0,29,MnPrv,6,2007,WD,243000
177,60,RL,97,10029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1988,TA,TA,1151,TA,Y,1164,896,0,2060,2,1,4,TA,1,8,1,Attchd,2,Y,0,228,NA,9,2007,WD,211000
178,50,RL,NA,13650,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1958,Gd,TA,1052,Ex,Y,1252,668,0,1920,2,0,4,Gd,1,8,1,Attchd,2,Y,0,0,NA,7,2006,WD,172500
179,20,RL,63,17423,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,9,5,2008,TA,TA,2216,Ex,Y,2234,0,0,2234,2,0,1,Ex,1,9,1,Attchd,3,Y,0,60,NA,7,2009,New,501837
180,30,RM,60,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1923,TA,TA,968,TA,Y,968,0,0,968,1,0,2,TA,1,5,0,Detchd,2,N,0,0,NA,7,2007,WD,100000
181,160,FV,NA,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,6,5,2000,TA,TA,756,Ex,Y,769,756,0,1525,2,1,3,Gd,1,5,1,Detchd,2,Y,0,0,NA,6,2007,WD,177000
182,70,RL,54,7588,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,6,1920,TA,TA,793,Gd,Y,901,901,0,1802,1,1,4,TA,1,9,1,Detchd,1,Y,0,0,NA,7,2006,WD,200100
183,20,RL,60,9060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,5,6,1957,TA,NA,0,Ex,Y,1340,0,0,1340,1,0,3,TA,1,7,1,Attchd,1,Y,0,0,MnPrv,6,2007,WD,120000
184,50,RM,63,11426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2003,TA,TA,1362,Ex,Y,1362,720,0,2082,2,1,3,Gd,1,6,0,Detchd,2,N,0,238,NA,6,2008,WD,200000
185,50,RL,92,7438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Feedr,1Fam,5,8,1908,TA,TA,504,Gd,Y,936,316,0,1252,1,0,3,TA,1,5,0,Attchd,2,Y,0,0,MnPrv,6,2006,WD,127000
186,75,RM,90,22950,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,10,9,1892,Gd,TA,1107,Ex,Y,1518,1518,572,3608,2,1,4,Ex,1,12,2,Detchd,3,Y,0,260,GdPrv,6,2006,WD,475000
187,80,RL,NA,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,1990,TA,TA,1188,Ex,Y,1217,0,0,1217,2,0,3,Gd,1,6,0,Attchd,2,Y,0,27,GdPrv,6,2009,WD,173000
188,50,RL,60,10410,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1916,TA,TA,660,Ex,Y,808,704,144,1656,2,1,3,TA,1,8,0,Detchd,1,N,0,0,MnPrv,8,2009,WD,135000
189,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Feedr,Norm,Duplex,5,5,1979,TA,TA,1086,TA,Y,1224,0,0,1224,0,2,2,TA,2,6,2,Detchd,2,Y,0,0,NA,6,2009,WD,153337
190,120,RL,41,4923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,8,5,2001,TA,TA,1593,Ex,Y,1593,0,0,1593,1,1,0,Ex,1,5,1,Attchd,2,Y,0,120,NA,8,2008,WD,286000
191,70,RL,70,10570,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,8,8,1932,TA,Gd,853,TA,Y,1549,1178,0,2727,2,1,3,Gd,1,10,2,Detchd,2,Y,0,74,NA,12,2007,WD,315000
192,60,RL,NA,7472,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,9,1972,TA,TA,725,Gd,Y,725,754,0,1479,1,1,4,Gd,1,7,0,Attchd,2,Y,0,32,NA,6,2007,WD,184000
193,20,RL,68,9017,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1999,TA,TA,1431,Ex,Y,1431,0,0,1431,2,0,3,Gd,1,6,0,Attchd,2,Y,0,35,NA,9,2009,WD,192000
194,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,7,5,2004,TA,TA,970,Ex,Y,970,739,0,1709,2,0,3,Gd,1,7,0,Detchd,2,Y,0,40,NA,5,2006,WD,130000
195,20,RL,60,7180,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1972,TA,TA,864,TA,Y,864,0,0,864,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,NA,5,2008,WD,127000
196,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,Twnhs,6,6,1976,TA,TA,855,TA,Y,855,601,0,1456,2,1,3,TA,1,7,1,Attchd,2,Y,0,0,NA,7,2009,WD,148500
197,20,RL,79,9416,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2007,TA,TA,1726,Ex,Y,1726,0,0,1726,2,0,3,Ex,1,8,1,Attchd,3,Y,0,138,NA,9,2007,New,311872
198,75,RL,174,25419,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,8,4,1918,Gd,TA,1360,Gd,Y,1360,1360,392,3112,2,0,4,Gd,1,8,1,Detchd,2,Y,512,16,GdPrv,3,2006,WD,235000
199,75,RM,92,5520,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,6,1912,TA,TA,755,Ex,Y,929,929,371,2229,1,0,5,TA,1,8,0,NA,0,Y,0,198,MnPrv,7,2009,WD,104000
200,20,RL,76,9591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2004,TA,TA,1713,Ex,Y,1713,0,0,1713,2,0,3,Ex,1,7,1,Attchd,3,Y,0,26,NA,1,2009,WD,274900
201,20,RM,80,8546,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,4,5,2003,TA,TA,1121,Ex,Y,1121,0,0,1121,2,0,2,TA,1,5,0,Attchd,2,Y,0,64,NA,3,2010,WD,140000
202,20,RL,75,10125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1977,TA,TA,1196,TA,Y,1279,0,0,1279,2,0,3,TA,1,6,2,Detchd,2,Y,0,83,MnPrv,2,2008,WD,171500
203,50,RL,50,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,6,6,1924,Gd,TA,617,Gd,Y,865,445,0,1310,2,0,2,TA,1,6,0,Attchd,1,Y,0,0,NA,5,2006,COD,112000
204,120,RM,NA,4438,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,2004,TA,TA,848,Ex,Y,848,0,0,848,1,0,1,Gd,1,3,1,Attchd,2,Y,0,0,NA,1,2008,WD,149000
205,50,RM,50,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1947,TA,TA,720,TA,Y,720,564,0,1284,1,1,2,TA,1,5,0,Detchd,1,Y,0,35,MnWw,4,2009,WD,110000
206,20,RL,99,11851,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1990,TA,TA,1424,Ex,Y,1442,0,0,1442,2,0,3,TA,1,5,0,Attchd,2,Y,0,34,NA,5,2009,WD,180500
